word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
hi,hai,n an expression of greeting\nn a state in the United States in the central Pacific on the Hawaiian Islands,interj. 喂,,3,1,gk,6210,2072,,,
hide,haid,"n. the dressed skin of an animal (especially a large animal)\nn. body covering of a living animal\nv. prevent from being seen or discovered\nv. be or go into hiding; keep out of sight, as for protection and safety","n. 兽皮, 迹象, 躲藏处\nvt. 藏, 隐瞒, 遮避, 剥...的皮, 隐藏\nvi. 躲藏\n[计] 隐藏",,3,1,zk gk cet4 cet6 ky toefl gre,1486,1255,d:hidden/i:hiding/p:hid/3:hides/s:hides,,
high,hai,n. a lofty level or position or degree\nn. an air mass of higher than normal pressure\nn. a state of sustained elation\nn. a state of altered consciousness induced by alcohol or narcotics,"n. 高度, 高处\na. 高的, 高级的, 主要的, 高尚的, 高原的, 高音的, 昂贵的, 傲慢的\nadv. 高度地, 奢侈地",,5,1,zk gk,152,141,r:higher/t:highest/s:highs,,
highlight,'hailait,n. the most interesting or memorable part\nn. an area of lightness in a picture\nv. apply a highlighter to one's cheeks or eyebrows in order to make them more prominent,"n. 加亮区, 精彩场面\nvt. 加亮, 使显著, 以强光照射, 突出\n[计] 突出",,3,1,cet4 cet6 ky toefl ielts,2853,3369,d:highlighted/s:highlights/3:highlights/p:highlighted/i:highlighting,,
highly,'haili,r. to a high degree or extent; favorably or with much respect\nr. at a high rate or wage\nr. in a high position or level or rank,"adv. 非常, 非常赞许地\n[电] 大大地",,4,1,cet4 cet6 ky,1091,1320,,,
hill,hil,n. a local and well-defined elevation of the land\nn. United States railroad tycoon (1838-1916)\nn. risque English comedian (1925-1992)\nv. form into a hill,"n. 小山, 丘陵, 小土堆\nvt. 作成土堆, 堆成小丘",,3,1,zk gk,1134,1800,s:hills/i:hilling/p:hilled/3:hills/d:hilled,,
him,him,pron. Them. See Hem.\npron. The objective case of he. See He.,pron. 他,,5,1,zk gk,0,68,s:hims,,
himself,him'self,"pron. An emphasized form of the third person masculine\n   pronoun; -- used as a subject usually with he; as, he himself will bear\n   the blame; used alone in the predicate, either in the nominative or\n   objective case; as, it is himself who saved himself.\npron. One's true or real character; one's natural temper and\n   disposition; the state of being in one's right or sane mind (after\n   unconsciousness, passion, delirium, or abasement); as, the man has come\n   to himself.\npron. pl. Alt. of Himselven","pron. 他自己, 他亲自",,5,1,zk gk,286,367,,,
hint,hint,n. an indirect suggestion\nn. a slight indication\nv. drop a hint; intimate by a hint,"n. 暗示, 提示\nv. 暗示, 示意",,3,,cet4 cet6 ky toefl ielts,3492,3909,s:hints/p:hinted/d:hinted/i:hinting/3:hints,,
hip,hip,n. either side of the body below the waist and above the thigh\nn. the ball-and-socket joint between the head of the femur and the acetabulum\nn. (architecture) the exterior angle formed by the junction of a sloping side and a sloping end of a roof\nn. the fruit of a rose plant,"n. 臀部, 蔷薇果, 忧郁\na. 熟悉内情的\nvt. 使忧郁, 给(屋顶)造屋脊\ninterj. 喝彩声",,3,1,cet6 ky,3684,2603,s:hips/t:hippest/r:hipper,,
hire,haiә,n. a newly hired employee\nn. the act of hiring something or someone\nv. engage or hire for work,"n. 租金, 租用, 雇用\nvt. 雇请, 出租\nvi. 受雇",,3,1,gk cet4 cet6 ky,3488,1491,d:hired/p:hired/i:hiring/3:hires/s:hires,,
his,hiz,"pron. Belonging or pertaining to him; -- used as a pronominal\n   adjective or adjective pronoun; as, tell John his papers are ready;\n   formerly used also for its, but this use is now obsolete.\npron. The possessive of he; as, the book is his.",pron. 他的\n[化] 组氨酸,,5,1,zk gk,25,25,,,
historic,hi'stɒrik,s. belonging to the past; of what is important or famous in the past\ns. important in history,"a. 历史上著名的, 有历史性的",,3,,cet6 ky ielts,3232,2492,,,
historical,hi'stɒrikәl,a. of or relating to the study of history\ns. having once lived or existed or taken place in the real world as distinct from being legendary,"a. 历史的, 史实的, 历史上的\n[法] 历史性的",,3,1,cet4 cet6 ky ielts,1689,1472,,,
history,'histәri,n. the aggregate of past events\nn. a record or narrative description of past events\nn. the discipline that records and interprets past events involving human beings\nn. the continuum of events occurring in succession leading from the past to the present and even into the future,"n. 历史, 过去, 经历, 发展过程, 历史学, 过去的事, 历史记录\n[计] 历史记录",,5,1,zk gk cet4 cet6 ky ielts,496,350,s:histories,,
hit,hit,n. (baseball) a successful stroke in an athletic contest (especially in baseball)\nn. the act of contacting one thing with another\nn. a conspicuous success\nn. a dose of a narcotic drug,"n. 打击, 打, 冲撞, 讽刺\nvt. 打, 打击, 碰撞, 打中, 袭击, 偶然碰上\nvi. 打, 打中, 打击, 碰撞, 偶然碰上\n[计] 击中; 找到; 瞬时打扰",,5,1,zk gk cet4 cet6 ky ielts,927,535,p:hit/0:hit/1:pd/d:hit/i:hitting/3:hits/s:hits,,
hold,hәuld,n. power by which something or someone is affected or dominated\nn. a stronghold\nn. a cell in a jail or prison\nv. have or hold in one's hands or grip,"n. 把握, 把持力, 柄, 控制, 掌握, 监禁\nvt. 保存, 握住, 拿住, 占据, 持有, 拥有\nvi. 支持, 持续, 有效\nn. 保留\n[计] 保留",,4,1,zk gk ielts gre,178,213,d:held/p:held/i:holding/3:holds/s:holds,,
hole,hәul,n. an opening into or through something\nn. an opening deliberately made in or through something\nn. one playing period (from tee to green) on a golf course\nn. an unoccupied space,"n. 孔, 洞, 穴, 漏洞\nvt. 挖洞, 掘坑\nvi. 进洞, 凿洞",,4,1,zk gk cet4 cet6 ky,1329,1213,s:holes/p:holed/d:holed/i:holing/3:holes,,
holiday,'hɒlәdi,n. a day on which work is suspended by law or custom,"n. 假日, 假期, 节日\nvi. 度假",,4,1,zk gk ielts,948,1963,s:holidays/i:holidaying/3:holidays/p:holidayed/d:holidayed,,
holy,'hәuli,a. belonging to or derived from or associated with a divine power,"a. 神圣的, 圣洁的, 至善的\nn. 神圣的东西",,3,1,gk cet4 cet6 ky,2701,2375,t:holiest/r:holier/s:holies,,
homeless,'hәumlis,n. someone unfortunate without housing\nn. poor people who unfortunately do not have a home to live in\ns. without nationality or citizenship,"a. 无家的, 无养主的",,3,,,5273,3350,,,
homosexual,.hɒmәu'sekjuәl,n. someone who practices homosexuality; having a sexual attraction to persons of the same sex\na. sexually attracted to members of your own sex,a. 同性恋的\nn. 同性恋者,,3,,,7222,6791,s:homosexuals,,
honest,'ɒnist,a. not disposed to cheat or defraud; not deceptive or fraudulent\ns. without dissimulation; frank\ns. without pretensions\ns. marked by truth,"a. 诚实的, 坦直的, 可靠的",,3,1,zk gk cet4 ky,2681,2530,,,
honour,'ɒnә,n the state of being honored\nn a tangible symbol signifying approval or distinction\nn the quality of being honorable and having a good name\nn a woman's virtue or chastity\nv bestow honor or rewards upon\nv show respect towards\nv accept as pay,"n. 荣誉, 头衔, 信用, 尊敬, 名誉, 阁下, 勋章\nvt. 尊敬, 授予荣誉, 承兑, 实践",,3,1,zk gk cet4 cet6,2382,32290,s:honours/d:honoured/i:honouring/p:honoured/3:honours,,
hook,huk,n. a catch for locking a door\nn. a sharp curve or crook; a shape resembling a hook\nn. a mechanical device that is curved or bent to suspend or hold or pull something\nn. a curved or bent implement for suspending or pulling something,"n. 钩, 钩状, 镰刀, 陷阱\nvt. 挂...于钩上, 钩住, 引上钩, 偷窃\nvi. 弯成钩状, 钩紧\n[计] 钩",,3,1,gk cet4 cet6 ky toefl,4337,3791,s:hooks/d:hooked/p:hooked/i:hooking/3:hooks,,
hope,hәup,n. a specific instance of feeling hopeful\nn. the general feeling that some desire will be fulfilled\nn. someone (or something) on which expectations are centered\nn. United States comedian (born in England) who appeared in films with Bing Crosby (1903-2003),"n. 希望, 信心, 期待\nv. 希望, 期望, 信赖",,5,1,zk gk,444,482,i:hoping/d:hoped/p:hoped/s:hopes/3:hopes,,
horror,'hɒrә,n. intense and profound fear\nn. something that inspires dislike; something horrible,"n. 惊骇, 恐怖, 惨状\n[医] 恐怖, 恐惧",,3,1,cet4 cet6 ky toefl,2937,3318,s:horrors,,
horse,hɒ:s,n. solid-hoofed herbivorous quadruped domesticated since prehistoric times\nn. a padded gymnastic apparatus on legs\nv. provide with a horse or horses,"n. 马, 骑兵, 脚架\nvi. 骑马, 取笑\nvt. 使骑马, 系马于",,4,1,zk gk ielts,803,1279,s:horses/i:horsing/p:horsed/3:horses/d:horsed,,
hospital,'hɒspitәl,n. a health facility where patients receive treatment\nn. a medical institution where sick or injured people are given medical or surgical care,n. 医院\n[医] 医院,,5,1,zk gk ielts,562,647,s:hospitals,,
host,hәust,n. a person who invites guests to a social event (such as a party in his or her own home) and who is responsible for them while they are there\nn. an animal or plant that nourishes and supports a parasite; it does not benefit and is often harmed by the association\nn. archaic terms for army\nn. any organization that provides resources and facilities for a function or event,"n. 主人, 旅馆老板, 节目主持人\nvt. 当主人招待, 作...节目主持人\n[计] 主机, 宿主机",,5,1,gk cet4 cet6 ky ielts,2542,1840,s:hosts/d:hosted/i:hosting/p:hosted/3:hosts,,
hostage,'hɒstidʒ,n. a prisoner who is held by one party to insure that another party will meet specified terms,"n. 人质, 抵押品\n[经] 人质, 抵押品",,4,,cet6 ky ielts,5420,3972,s:hostages,,
hot,hɒt,a. used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning\ns. characterized by violent and forceful activity or movement; very intense\na. extended meanings; especially of psychological heat; marked by intensity or vehemence especially of passion or enthusiasm\ns. (color) bold and intense,"a. 热的, 热心的, 辣的, 热情的, 激动的, 猛烈的, 紧迫的\nadv. 热, 紧迫地",,4,1,zk gk,1055,721,r:hotter/t:hottest/i:hotting/s:hots,,
hotel,hәu'tel,n. a building where travelers can pay for lodging and meals and other services,"n. 旅馆, 客栈",,4,1,zk gk ielts,731,1002,s:hotels,,
hour,auә,n. a period of time equal to 1/24th of a day\nn. clock time\nn. a special and memorable period\nn. distance measured by the time taken to cover it,"n. 小时, 钟头, 时间, ...点钟, 课时",,5,1,zk gk,299,272,s:hours,,
house,haus,n. a dwelling that serves as living quarters for one or more families\nn. the members of a religious community living together\nn. the audience gathered together in a theatre or cinema\nn. an official assembly having legislative powers,"n. 房子, 住宅, 机构, 议院, 家族, 家庭\nvt. 给...房子住, 收藏\nvi. 住, 躲藏",,5,1,zk gk toefl ielts,148,257,s:houses/i:housing/d:housed/3:houses/p:housed,,
household,'haushәuld,n a social unit living together,"n. 一家人, 家庭, 家族, 王室\na. 家庭的, 家常的, 王室的",,3,1,cet4 cet6 ky toefl,1644,1967,s:households,,
housing,'hausiŋ,n. structures collectively in which people are housed\nn. a protective cover designed to contain or support a mechanical component,"n. 遮盖, 住房供给, 居留(处), 房屋, 装饰\n[化] 外壳",,4,1,ky ielts,1446,2147,0:house/1:i/i:housing/s:housings,,
how,hau,"adv. In what manner or way; by what means or process.\nadv. To what degree or extent, number or amount; in what\n   proportion; by what measure or quality.\nadv. For what reason; from what cause.\nadv. In what state, condition, or plight.\nadv. By what name, designation, or title.\nadv. At what price; how dear.","adv. 如何, 怎样, 多少, 多么\nn. 方式",,5,1,zk gk,90,76,,,
however,hau'evә,"r. despite anything to the contrary (usually following a concession)\nr. by contrast; on the other hand; the second, however, took hours""\nr. to whatever degree or extent\nr. in whatever way or manner","adv. 然而, 无论如何, 究竟怎样\nconj. 然而, 可是",,5,1,zk gk cet4 ky,145,284,,,
huge,hju:dʒ,s. unusually great in size or amount or degree or especially extent or scope,"a. 极大的, 巨大的, 无限的",,4,1,zk gk cet4 ky,1230,911,,,
human,'hju:mәn,a. characteristic of humanity\na. relating to a person\na. having human form or attributes as opposed to those of animals or divine beings,"n. 人, 人类\na. 人类的, 似人类的, 人性的, 有同情心的",,5,1,zk gk cet4 ky toefl ielts,550,399,s:humans,,
humour,'hju:mә,n a characteristic (habitual or relatively temporary) state of feeling\nn a message whose ingenuity or verbal skill or incongruity has the power to evoke laughter\nn (Middle Ages) one of the four fluids in the body whose balance was believed to determine your emotional and physical state\nn the liquid parts of the body\nn the quality of being funny\nn the trait of appreciating (and being able to express) the humorous\nv put into a good mood,"n. 幽默, 诙谐, 情绪, 体液\nvt. 使满足, 迁就",,3,1,gk cet4 cet6,3219,0,s:humours/i:humouring/p:humoured/d:humoured/3:humours,,
hundred,'hʌndrәd,n. ten 10s\ns. being ten more than ninety,"n. 百, 百个东西\nnum. 百, 百个\na. 一百的, 许多的",,5,,zk gk,413,621,,,
hunt,hʌnt,n. Englishman and Pre-Raphaelite painter (1827-1910)\nn. United States architect (1827-1895)\nn. British writer who defended the Romanticism of Keats and Shelley (1784-1859)\nn. an association of huntsmen who hunt for sport,"n. 狩猎, 追捕, 搜寻, 猎区\nvt. 狩猎, 打猎, 搜索\nvi. 打猎, 猎食, 搜寻",,3,1,gk cet4 cet6 ky ielts,4330,3420,i:hunting/d:hunted/p:hunted/s:hunts/3:hunts,,
hunter,'hʌntә,n. someone who hunts game\nn. a person who searches for something\nn. a watch with a hinged metal lid to protect the crystal,"n. 猎人, 猎犬, 追求者",,3,,gk,5802,3030,s:hunters,,
hurt,hә:t,v. give trouble or pain to\nv. cause damage or affect negatively\nv. hurt the feelings of\nv. feel physical pain,"n. 伤害, 创伤, 损害\nv. 伤害, (使)伤心, 危害, 刺痛",,4,1,zk gk cet4 cet6 ky,1931,1140,d:hurt/0:hurt/1:dp/p:hurt/i:hurting/3:hurts/s:hurts,,
husband,'hʌzbәnd,n. a married man; a woman's partner in marriage,"n. 丈夫, 管理人, 节俭的人\nvt. 节俭, 使成丈夫, 持有",,4,1,zk gk gre,826,637,s:husbands/i:husbanding/p:husbanded/3:husbands/d:husbanded,,
